image_filename,reference,image_entropy_total,image_entropy_r,image_entropy_g,image_entropy_b,text_entropy
1010087179.jpg,A tan man with a backwards hat looks at the camera while walking through a factory. Older man working in a factory not looking too excited about the photograph. A man in a white shirt and black camp among many machines. A man with a backwards hat works on machinery. A man wearing a backwards cap at work.,7.514701088454622,7.819697940941875,7.57046721771086,7.153938106711131,3.816968363610903
1010087623.jpg,A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor. A black woman and a white man working in a factory setting packing jars with candles into boxes. A woman is sorting white tall candles as a man in a green shirt stands behind her. A warehouse manager assisting an employee. Two people working on an assembly line.,7.47139871573129,7.777909664580074,7.544600215158994,7.091686267454801,3.868465977344519
10101477.jpg,"Man wearing a blue and white outfit, holding a broom, with a traditional Asian architecture in the background. A Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement. A man in a white and blue kimono is using a broom to sweep pavement. Man sweeping the street outside. Asian man sweeping the walkway.",7.479056714487569,7.512264949503133,7.498978164810521,7.42592702914905,3.816352078636073
1010470346.jpg,"Two men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by A man leans into a car to talk to the driver, as a man on a bicycle looks on. A man on a bicycle watching a row of cars waiting to go through a checkpoint. A park ranger talking to a tourist. Two cars are parked outside.",7.390614958782639,7.4122886749283445,7.4930962501680805,7.266459951251495,3.753064543722388
1010673430.jpg,A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass. Two young children eating a snack and playing in the grass. Two young toddlers outside on the grass. Two infants are at play in the yard. 2 female babies eating chips.,7.671772048543044,7.693833225000615,7.546886555709986,7.774596364918529,3.7058382245838977
101093029.jpg,A person in tan pants is inside a silver mobile object while people watch. People are watching a person in a weird vehicle in a plaza. A man in a blue shirt driving a Segway type vehicle. A showing of product to advertise A crowd admiring modern art?,7.633886728465278,7.651996614582508,7.619200728306053,7.630462842507273,3.882195187322167
101093045.jpg,"A man in black approaches a strange silver object containing a person, while many onlookers observe from behind a roped off barrier. A person drives around a futuristic looking vehicle while a man approaches her and a crowd watches. A person riding in a futuristic single-person vehicle. Man walking up to silver 4-wheeled chair A man walks by a silver vehicle.",7.394291233478906,7.452916018431191,7.333517127579741,7.396440554425787,4.044467072462092
1011572216.jpg,Bride and groom walking side by side out of focus on pathway next to brick building. A beautiful bride walking on a sidewalk with her new husband. A recently married couple pose for the camera. A groom and bride are standing arm in arm. A couple getting married.,7.651426553979209,7.7250277764299655,7.673066110513982,7.556185774993677,3.8109844318992097
1012150929.jpg,A little boy plays with a Nintendo GameCube controller inside a McDonald's. A young boy plays a video game in a McDonald's restaurant. A young boy plays with a GameCube kiosk at McDonald's. A little boy playing GameCube at a McDonald's. A little kid playing GameCube at McDonald's.,7.418836378612042,7.6091224682550545,7.403597617588035,7.243789049993037,4.005371866805594
1012212859.jpg,"White dog with brown ears standing near water with head turned to one side. Dog with orange ball at feet, stands on shore shaking off water A white dog shakes on the edge of a beach with an orange ball. White dog playing with a red ball on the shore near the water. A dog shakes its head near the shore, a red ball next to it.",7.375084247591357,7.234097298262624,7.334254555978076,7.556900888533374,3.731538914735527
1012328893.jpg,A group of people picnicking at picnic tables in front of a playground. A group of people enjoying a beautiful day in the park. A group of people are having a picnic at the park. The reunion is in full swing with a moon bounce. A group of people having a barbecue at a park.,7.777814064311663,7.854742508953898,7.748015909791794,7.730683774189296,3.8140559134170133
101262930.jpg,"Two asian or spanish people, a woman and a man, sitting together in front of a glass window as cars pass. A man in sunglasses puts his arm around a woman in a black and white blouse. A man in sunglasses puts his arm around a woman. A man and woman pose in front of some traffic. An Asian couple sitting on the bench.",7.092348129298794,7.345588964976379,7.038843145255103,6.892612277664901,3.7070961711570263
1013536888.jpg,"Women are seated at a picnic table eating, while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background. An elderly woman is eating a burger while the man next to her touching his hat. A man with a balloon hat and people eating outdoors at picnic tables. Two older women sit at a table with two coolers in front of them. A gray-haired person with glasses enjoys a sandwich.",7.814863948611776,7.897094932415805,7.793118181150965,7.754378732268558,3.8642222107126196
101362133.jpg,A young female student performing a downward kick to break a board held by her Karate instructor. Girl about to kick a piece of wood in half while karate instructor holds it A girl kicking a stick that a man is holding in tae kwon do class. A girl in karate uniform breaking a stick with a front kick. A girl breaking boards by using karate.,6.820183441398505,6.698807141390099,6.717841057509856,7.043902125295562,3.8900484640032813
101362650.jpg,Two people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat. A boy jump kicking over three kids kicking wood during a tae kwon do competition. A boy jumps over three other students in a martial arts demonstration. A crowd is watching a group of five martial artists perform. A crowd of people watch a martial arts demonstration.,7.2352835736805545,7.420387618667097,7.210603220480737,7.074859881893827,3.9315685087304066
1014609273.jpg,People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him. A kid in a red sweatshirt is reaching to hand something to a man in a white shirt A young boy empties a bottle over the railing of a balcony unto the man below. A boy in a red jacket pouring water on a man in a white shirt A young man pouring the contents of a bottle.,7.796662810751182,7.8180145513496795,7.802220615815914,7.769753265087953,3.968238669288887
101471792.jpg,A man with a red jacket is shielding himself from the sun trying to read a piece of paper. A man wearing a red coat is outside with his hand over his head to block out the sun. A man in a red jacket shades the sun from his eyes on a busy street. An elderly man in a red jacket shielding his face from the sun. Man in red jacket shielding face from the sun to read.,7.245823601213125,7.508877622785375,7.0112813955728255,7.217311785281177,3.8908933391120177
1014785440.jpg,"Two men are carrying children on their backs down the street on a sunny day in a nice neighborhood. Two men, each with a small child on their backs, walk on a paved road. Two men are out for a stroll with their two young children. Men walking down a street with children. Two men walking with children.",7.703375132025914,7.712410812877383,7.6752963230629705,7.72241826013739,3.8758265383954105
1015118661.jpg,Smiling boy in white shirt and blue jeans in front of rock wall with man in overalls behind him. A little boy is standing on the street while a man in overalls is working on a stone wall. A young child is walking on a stone paved street with a metal pole and a man behind him. A boy smiles in front of a stony wall in a city. A young boy runs aross the street.,7.6804389416826915,7.673700089923491,7.6478651071423185,7.719751627982266,3.7727886666949146
1015584366.jpg,A mottled black and gray dog in a blue collar jumping over a fallen tree. A gray dog is leaping over a fallen tree. A large black dog leaps a fallen log. The black dog jumped the tree stump. A black dog leaps over a log.,7.552018147991297,7.543739159952517,7.670501552633382,7.441813731387989,3.66809481876399
101559400.jpg,"Men in the business suits are crossing the street, and there are people with placards are gathering on the street. A man in a suit runs across an intersection while a large group of people assembles. A man in a suit is running past two other gentleman, also dressed in a suit. A man in a suit is hurrying across the street. A man in a suit is running across the street.",7.493414647710033,7.562301706693521,7.591723969031999,7.326218267404578,3.689179178849045
1015712668.jpg,A man in a red long-sleeved shirt bikes over a body of water on a bridge. A man riding his bike across the bridge that is over the river. A man in red on a bicycle rides past a glass structure. Man in a red shirt riding his bicycle around water. A man in a red shirt rides his bicycle.,7.5492674028724736,7.541938646644963,7.572166719950282,7.533696842022174,3.7780881855174338
10160966.jpg,"A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup. A guy in shorts and a white t-shirt sits on the ground in front of a grill with hotdogs on it. A young man in sunglasses holds a blue cup next to a grill with sausages. A young man, wearing a white shirt, prepares hotdogs on a small grill. A man is holding his cup while he grills hotdogs.",7.60552389726825,7.90284145195907,7.788532878174223,7.125197361671456,3.88477713954451
101654506.jpg,The white and brown dog is running over the surface of the snow. A white and brown dog is running through a snow covered field. A brown and white dog is running through the snow. A dog running through snow. A dog is running in the snow,6.368826372418826,6.562462415753885,6.32202146393333,6.221995237569262,3.6845245696341102
1016626169.jpg,Man on scooter attracts attention from some of those in large crowd. A crowd is standing and waiting for the green light. People stop and look at an older woman outside. A crowd of people waiting to cross a street. A crowd of people waiting for the light.,7.8379668379788905,7.8551981563245645,7.828940970092158,7.829761387519949,3.7251305019070715
101669240.jpg,A person wearing skis looking at framed pictures set up in the snow. A man in a hat is displaying pictures next to a skier in a blue hat. A man skis past another man displaying paintings in the snow. A skier looks at framed pictures in the snow next to trees. Man on skis looking at artwork for sale in the snow,7.486559015724346,7.566525729709063,7.496452088386571,7.396699229077402,3.8010897218605804
1016887272.jpg,Several climbers in a row are climbing the rock while the man in red watches and holds the line. Seven climbers are ascending a rock face whilst another man stands holding the rope. A group of people are rock climbing on a rock climbing wall. A group of people climbing a rock while one man belays A collage of one person climbing a cliff.,6.8458244965500805,6.955860628899639,6.816531805150696,6.765081055599907,3.898813808833608
1017675163.jpg,"A young gymnast, jumps high in the air, while performing on a balance beam. A woman wearing an orange leotard doing gymnastics in front of an audience. A gymnast performing on the balance beam in front of an audience. The young gymnast's supple body soars above the balance beam. A gymnast is performing on the balance beam.",7.085798746814053,7.41041512844949,7.145692887362942,6.701288224629727,3.938028356786701
1018057225.jpg,A boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool. A young boy is pushing a toy ATV around a rubber pool A boy pushing a red toy atv next to a pool A boy pushing a miniature car on a lawn. A young boy pushing his toy quad.,7.635615691670818,7.815426663056128,7.644679233480565,7.446741178475761,3.872003292539663
1018148011.jpg,A group of people stand in the back of a truck filled with cotton. Men are standing on and about a truck carrying a white substance. A group of people are standing on a pile of wool in a truck. A group of men are loading cotton onto a truck Workers load sheared wool onto a truck.,7.390576320181336,7.54451316720187,7.334234747084422,7.292981046257717,3.8528505841884506
101859883.jpg,A woman with a red jacket and headscarf looks out over a scenic view of a bay through a set of pay binoculars on a viewing deck. A woman inside a building is wearing a headscarf and looking out of a window through a mounted telescope. Woman in red windbreaker looking though a rooftop binoculars at the city below. A woman in a headscarf uses a telescope to look out over the city and bay. A Woman is looking through a telescope while wearing a red coat.,7.724152716067127,7.795464741055696,7.769785924052059,7.607207483093626,4.006424730881433
10188041.jpg,A man in a black coat walks past a red spaceship with a parking ticket stuck to its window. A man is standing in front of a small red object that looks like a plane. A man wearing a black jacket is walking towards the street. A man in a black jacket is moving towards a street. Man in black coat examining airplane nose.,6.408379533872078,6.937502828654493,6.065253028666903,6.222382744294836,3.829614908002033
1019077836.jpg,Large brown dog running away from the sprinkler in the grass. A brown dog chases the water from a sprinkler on a lawn. A brown dog running on a lawn near a garden hose A brown dog plays with the hose. A dog is playing with a hose.,7.490823612751842,7.572374162757113,7.283990372232484,7.61610630326593,3.811056244698653
101958970.jpg,A man and a little girl happily posing in front of their cart in a supermarket. A man sitting with his daughter in his daughter's pink car in a grocery store. A man is sitting on a pink cart with a little girl in the grocery store. A man with his daughter sitting on a stroller in a supermarket. The little girl and the man are smiling.,7.879492348710695,7.794533415760668,7.917126665903753,7.926816964467664,3.7698061009464015
1019604187.jpg,A dog prepares to catch a thrown object in a field with nearby cars. A white dog is ready to catch a yellow ball flying through the air. A white dog is about to catch a yellow ball in its mouth. A white dog is about to catch a yellow dog toy. A white dog running after a yellow ball,7.246655351414653,7.139582328517375,7.340249711791358,7.260134013935227,3.8090271366020687
102030371.jpg,A man wearing a green shirt and a dark colored vest is sitting at a table with a glass of water in front of him. Guy in green shirt with hand covering part of his face in restaurant booth. Man sitting at a table at a restaurant with a glass of water. A man in a green sweater and black vest sitting in a booth. A boy in a green sweater is sitting at a table.,7.614808819737173,7.68112925225036,7.688812571349874,7.474484635611287,3.69589719483484
1020651753.jpg,A white dog is trying to catch a ball in midair over a grassy field. The white dog is playing in a green field with a yellow toy. A black and white dog jumping in the air to get a toy. A black and white dog jumps up towards a yellow toy. A dog leaps to catch a ball in a field.,6.95925648635355,7.027587781458537,6.927535967286708,6.922645710315406,3.8363016802115992
1021293940.jpg,Two men are hiking in a forest where snow is partially covering the ground. Two men hiking in the snowy wilderness. Two hikers resting by a patch of snow. Two men look up while hiking. Two men hiking in the snow.,7.553154686764838,7.657069586048374,7.645344328787541,7.357050145458599,3.726122367401893
1021332107.jpg,"An elderly man with facial hair and glasses, standing in his living room holding a hutch cabinet with glass doors. An older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet. A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet. A man showing off his new wooden creation. A man with beard carrying a cabinet.",7.6822618958444195,7.780967723662036,7.678699678919836,7.587118284951389,3.845161703096391
1021439420.jpg,"Two guys sitting on the floor, with the guy in the green jacket reading a piece of paper. A elderly father and his grown son are preparing for a camping trip in the wild. Two men sit on the floor with camping equipment. Two men sitting on their living floor. Two guys sorting through some items.",7.824818490105559,7.865387315904689,7.807882857532464,7.801185296879523,3.7997138099695755
1021442086.jpg,"A bearded man wearing glasses, a red shirt, and a hat is reading a map while sitting in a car. A bearded traveler in a red shirt sitting in a car and reading a map. A man wearing a baseball cap is sitting in a car looking at a map. A man in a red t-shirt is sitting in a car looking at a map. A man trying to decipher a map.",7.408412186881363,7.410936858017425,7.295134712603447,7.519164990023218,3.6202356902124526
1022454332.jpg,"A large lake with a lone duck swimming in it with several people around the edge of it. A young boy waves his hand at the duck in the water surrounded by a green park. Two people are at the edge of a lake, facing the water and the city skyline. A child and a woman are at waters edge in a big city. A little boy at a lake watching a duck.",7.531995682913252,7.59618413684169,7.559644067859489,7.440158844038576,3.8226310592003685
1022454428.jpg,"A couple and an infant, being held by the male, sitting next to a pond with a nearby stroller. A man and woman care for an infant along the side of a body of water. A couple with their newborn baby sitting under a tree facing a lake. Couple with a baby sit outdoors next to their stroller. A couple sit on the grass with a baby and stroller.",7.186553377672851,7.317254902964427,7.210125574063845,7.032279655990282,3.8847799288165925
102268204.jpg,Three men are standing at night near a black car near a shelter filled with bicycles. Some men standing in front of a building next to a parked car. There are a lot of bikes parked under the curved roof tonight. Police questioning the driver of a black wagon at nighttime. Men under a dome beside a black station wagon.,7.384196488951368,7.796175067146366,7.371818551617139,6.984595848090599,3.9087566201552626
1022975728.jpg,A black lab with tags frolicks in the water. This is a black dog splashing in the water. The black dog runs through the water. A black dog running in the surf. A dog splashes in the water,7.5536163987928004,7.611886198599442,7.513013452346924,7.535949545432035,3.7962671719851167
102351840.jpg,A man is drilling through the frozen ice of a pond. A person in the snow drilling a hole in the ice. A person standing on a frozen lake. A man drilling a hole in the ice. Two men are ice fishing.,5.901629765170316,6.061853817626001,5.766371148996361,5.8766643288885865,3.6727303361200483
1024138940.jpg,Two different breeds of brown and white dogs play on the beach. Two dogs are making a turn on a soft sand beach. Two large tan dogs play along a sandy beach. Two dogs playing in the sand at the beach. Two dogs playing together on a beach.,7.156010019937583,6.933363540647147,7.2065820490059584,7.328084470159644,3.8266166673194904
102455176.jpg,An ice climber in a blue jacket and black pants is scaling a frozen ice wall. A person in blue and red ice climbing with two picks. A man uses ice picks and crampons to scale ice. An ice climber scaling a frozen waterfall. Climber climbing an ice wall,6.437181655605517,6.45198275156455,6.3526543124441055,6.506907902807897,3.7416298114569315
1024613706.jpg,Two young men and a young lady walk through a field near the water. Three people walking through a beautiful meadow towards the ocean. Two men and a woman are walking through a field. Two males and one female walking on a path. Three people walking on a path in a meadow.,7.227180303944066,7.686861638365701,7.916525191811529,6.078154081654967,3.81823780219898
102520526.jpg,"A man in black attire shovels snow into the street, disregarding all public safety. Man in black jacket gray snow cap, shovels snow near a street with cars. A man shoveling snow off the roads and sidewalks in a city. A person is cleaning snow and ice off of a city sidewalk. A man shovels slush of the street.",7.204110729756949,7.19407538933608,7.217670003589035,7.200586796345734,3.8698933858875413
102575576.jpg,A couple in their wedding attire stand behind a table with a wedding cake and flowers. A bride and groom are standing in front of their wedding cake at their reception. A bride and groom smile as they view their wedding cake at the reception. A couple stands behind their wedding cake. Man and woman cutting wedding cake.,7.798869161641073,7.8051207826398326,7.809672478062063,7.781814224221325,3.84403585801372
102617084.jpg,"Five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles; they are all wearing black snow pants and from left to right they are wearing a black coat, white coat, red coat, blue coat, and black coat. Five people wearing winter jackets and helmets stand in the snow, with snowmobiles in the background. Five people wearing winter clothing, helmets, and ski goggles stand outside in the snow. A group of snowmobile riders gather in the snow. Group gathered to go snowmobiling.",7.2223747764226145,7.390204815612274,7.048250091182998,7.228669422472572,4.034492302520806
